Year,Unit,Transect,Species,notes ,
2008,Mon Hill,6,Brodia,,
2008,Mon Hill,6,Brohor,,
2008,Mon Hill,6,Bromadr,,
2008,Mon Hill,6,Calmac,,
2008,Mon Hill,6,Calspl,,
2008,Mon Hill,6,Diccap,,
2008,Mon Hill,6,Erobra,,
2008,Mon Hill,6,Erocic,,
2008,Mon Hill,6,Filgal,,
2008,Mon Hill,6,Holvir,,
2008,Mon Hill,6,Hypgla,,
2008,Mon Hill,6,Lacser,,
2008,Mon Hill,6,Naspul,,
2008,Mon Hill,6,Sidmal,,
2008,Mon Hill,6,Vioped,,
2008,Mon Hill,6,Vulmyu,,
2008,Mon Hill,7,Avena,,
2008,Mon Hill,7,Brodia,,
2008,Mon Hill,7,Brohor,,
2008,Mon Hill,7,Bromadr,,
2008,Mon Hill,7,Diccap,,
2008,Mon Hill,7,Ereset,,
2008,Mon Hill,7,Erobra,,
2008,Mon Hill,7,Filgal,,
2008,Mon Hill,7,Gasven,,
2008,Mon Hill,7,Holvir,,
2008,Mon Hill,7,Hypgla,,
2008,Mon Hill,7,Naspul,,
2008,Mon Hill,7,Silgal,,
2008,Mon Hill,7,Vulmyu,,
2008,Mon Hill,8,Avena,,
2008,Mon Hill,8,Brodia,,
2008,Mon Hill,8,Brohor,,
2008,Mon Hill,8,Bromadr,,
2008,Mon Hill,8,Diccap,,
2008,Mon Hill,8,Erobot,,
2008,Mon Hill,8,Eromos,,
2008,Mon Hill,8,Filgal,,
2008,Mon Hill,8,Gasven,,
2008,Mon Hill,8,Gnacanb,Gnaphalium canescens ssp beneolens,
2008,Mon Hill,8,Gnacanm,Gnaphalium canescens ssp microcephalum,
2008,Mon Hill,8,Holvir,,
2008,Mon Hill,8,Hypgla,,
2008,Mon Hill,8,Lacser,,
2008,Mon Hill,8,Naspul,,
2008,Mon Hill,8,Silgal,,
2008,Mon Hill,8,Vulmyu,,
2006,3Hills,5,Asceri,,
2006,3Hills,5,Avena,,
2006,3Hills,5,Brodia,,
2006,3Hills,5,Brohor,,
2006,3Hills,5,Bromad,,
2006,3Hills,5,Cirsca,,
2006,3Hills,5,Clapur,,
2006,3Hills,5,Daupus,,
2006,3Hills,5,Diccap,,
2006,3Hills,5,Ereset,,
2006,3Hills,5,Erifol,,
2006,3Hills,5,Erobra,,
2006,3Hills,5,Filgal,,
2006,3Hills,5,Gnacal,,
2006,3Hills,5,Holvir,,
2006,3Hills,5,Hypgla,,
2006,3Hills,5,Lacser,,
2006,3Hills,5,Lotpur,,
2006,3Hills,5,Naspul,,
2006,3Hills,5,Sanarg,,
2006,3Hills,5,Sidmal,,
2006,3Hills,5,Silgal,,
2006,3Hills,5,Sonole,,
2006,3Hills,5,Trimic,,
2006,3Hills,5,Vulmyu,,
2006,3Hills,6,Anaarv,,
2006,3Hills,6,Avena,,
2006,3Hills,6,Brodia,,
2006,3Hills,6,Brohor,,
2006,3Hills,6,Bromad,,
2006,3Hills,6,Diccap,,
2006,3Hills,6,Ereset,,
2006,3Hills,6,Erobra,,
2006,3Hills,6,Erocic,,
2006,3Hills,6,Filgal,,
2006,3Hills,6,Galapa,,
2006,3Hills,6,Hirinc,,
2006,3Hills,6,Naspul,,
2006,3Hills,6,Sidmal,,
2006,3Hills,6,Silgal,,
2006,3Hills,6,Sonole,,
2006,3Hills,6,Vioped,,
2006,3Hills,6,Vulmyu,,
2006,3Hills,7,Avena,,
2006,3Hills,7,Brodia,,
2006,3Hills,7,Brohor,,
2006,3Hills,7,Calmac,,
2006,3Hills,7,Chlpom,,
2006,3Hills,7,Clapur,,
2006,3Hills,7,Concan,,
2006,3Hills,7,Diccap,,
2006,3Hills,7,Epican,,
2006,3Hills,7,Erobra,,
2006,3Hills,7,Erocic,,
2006,3Hills,7,Galapa,,
2006,3Hills,7,Gnacal,,
2006,3Hills,7,Hemfas,,
2006,3Hills,7,Holvir,,
2006,3Hills,7,Hypgla,,
2006,3Hills,7,Lacser,,
2006,3Hills,7,Lesfil,,
2006,3Hills,7,Melimp,,
2006,3Hills,7,Naspul,,
2006,3Hills,7,Sanbip,,
2006,3Hills,7,Serglo,,
2006,3Hills,7,Sidmal,,
2006,3Hills,7,Stehet,,
2006,3Hills,7,Vulmyu,,
2006,3Hills,8,Asceri,,
2006,3Hills,8,Avena,,
2006,3Hills,8,Brodia,,
2006,3Hills,8,Brohor,,
2006,3Hills,8,Cerglo,,
2006,3Hills,8,Erobra,,
2006,3Hills,8,Medpol,,
2006,3Hills,8,Naspul,,
2006,3Hills,8,Sidmal,,
2006,3Hills,8,Silgal,,
2006,3Hills,8,Vioped,,
2006,3Hills,8,Vulmyu,,
2006,3Hills,9,Anaarv,,
2006,3Hills,9,Avena,,
2006,3Hills,9,Brodia,,
2006,3Hills,9,Brohor,,
2006,3Hills,9,Dodcle,,
2006,3Hills,9,Erifas,,
2006,3Hills,9,Lacser,,
2006,3Hills,9,Lolmul,,
2006,3Hills,9,Lotpur,,
2006,3Hills,9,Naspul,,
2006,3Hills,9,Sidmal,,
2006,3Hills,9,Vioped,,
2006,3Hills,9,Vulmyu,,
2006,3Hills,110,Anaarv,,
2006,3Hills,110,Avena,,
2006,3Hills,110,Brodia,,
2006,3Hills,110,Brohor,,
2006,3Hills,110,Bromad,,
2006,3Hills,110,Calspl,,
2006,3Hills,110,Casden,,
2006,3Hills,110,Cerglo,,
2006,3Hills,110,Clapur,,
2006,3Hills,110,Conyza,,
2006,3Hills,110,Daupus,,
2006,3Hills,110,Diccap,,
2006,3Hills,110,Dodcle,,
2006,3Hills,110,Ereset,,
2006,3Hills,110,Erobot,,
2006,3Hills,110,Erobra,,
2006,3Hills,110,Erocic,,
2006,3Hills,110,Filgal,,
2006,3Hills,110,Gnacanm,,
2006,3Hills,110,Holvir,,
2006,3Hills,110,Hypgla,,
2006,3Hills,110,Lacser,,
2006,3Hills,110,Lotpur,,
2006,3Hills,110,Lotwra,,
2006,3Hills,110,Lupbic,,
2006,3Hills,110,Medpol,,
2006,3Hills,110,Sanarg,,
2006,3Hills,110,Sidmal,,
2006,3Hills,110,Silgal,,
2006,3Hills,110,Sonchus,,
2006,3Hills,110,Trigra,,
2006,3Hills,110,Trimic,,
2006,3Hills,110,Vioped,,
2006,3Hills,190,Anaarv,,
2006,3Hills,190,Asceri,,
2006,3Hills,190,Avena,,
2006,3Hills,190,Brodia,,
2006,3Hills,190,Brohor,,
2006,3Hills,190,Bromad,,
2006,3Hills,190,Cerglo,,
2006,3Hills,190,Clapur,,
2006,3Hills,190,Conyza,,
2006,3Hills,190,Daupus,,
2006,3Hills,190,Diccap,,
2006,3Hills,190,Ereset,,
2006,3Hills,190,Erobra,,
2006,3Hills,190,Erocic,,
2006,3Hills,190,Galapa,,
2006,3Hills,190,Gnacal,,
2006,3Hills,190,Hirinc,,
2006,3Hills,190,Hypgla,,
2006,3Hills,190,Lacser,,
2006,3Hills,190,Lotpur,,
2006,3Hills,190,Naspul,,
2006,3Hills,190,Sancras,,
2006,3Hills,190,Sidmal,,
2006,3Hills,190,Sonasp,,
2006,3Hills,190,Tornod,,
2006,3Hills,190,Trimic,,
2006,3Hills,190,Vioped,,
2006,3Hills,190,Vulmyu,,
2006,3Hills,218,Avena,,
2006,3Hills,218,Brodia,,
2006,3Hills,218,Brohor,,
2006,3Hills,218,Bromad,,
2006,3Hills,218,Calmac,,
2006,3Hills,218,Clapur,,
2006,3Hills,218,Diccap,,
2006,3Hills,218,Erobra,,
2006,3Hills,218,Erocic,,
2006,3Hills,218,Filgal,,
2006,3Hills,218,Hirinc,,
2006,3Hills,218,Hypgla,,
2006,3Hills,218,Lacser,,
2006,3Hills,218,Naspul,,
2006,3Hills,218,Sanarg,,
2006,3Hills,218,Sidmal,,
2006,3Hills,218,Silgal,,
2006,3Hills,218,Sonasp,,
2006,3Hills,218,Sonole,,
2006,3Hills,218,Vulmyu,,
2006,3Hills,263,Anaarv,,
2006,3Hills,263,Avena,,
2006,3Hills,263,Brodia,,
2006,3Hills,263,Brohor,,
2006,3Hills,263,Bromad,,
2006,3Hills,263,Cerglo,,
2006,3Hills,263,Conyza,,
2006,3Hills,263,Diccap,,
2006,3Hills,263,Erobra,,
2006,3Hills,263,Erocic,,
2006,3Hills,263,Galapa,,
2006,3Hills,263,Hypgla,,
2006,3Hills,263,Lacser,,
2006,3Hills,263,Naspul,,
2006,3Hills,263,Sidmal,,
2006,3Hills,263,Silgal,,
2006,3Hills,263,Sonchus,,
2006,3Hills,263,Vioped,,
2006,3Hills,263,Vulmyu,,
2006,Burro,5,Avena,,
2006,Burro,5,Brodia,,
2006,Burro,5,Brohor,,
2006,Burro,5,Bromad,,
2006,Burro,5,Calspl,,
2006,Burro,5,Clapur,,
2006,Burro,5,Erobra,,
2006,Burro,5,Gasven,,
2006,Burro,5,Hemfas,,
2006,Burro,5,Hirinc,,
2006,Burro,5,Hypgla,,
2006,Burro,5,Lacser,,
2006,Burro,5,Naspul,,
2006,Burro,5,Sidmal,,
2006,Burro,5,Silgal,,
2006,Burro,5,Sisbel,,
2006,Burro,5,Sonasp,,
2006,Burro,5,Vulmyu,,
2006,Burro,6,Avena,,
2006,Burro,6,Brodia,,
2006,Burro,6,Brohor,,
2006,Burro,6,Bromad,,
2006,Burro,6,Calmac,,
2006,Burro,6,Clapur,,
2006,Burro,6,Daupus,,
2006,Burro,6,Diccap,,
2006,Burro,6,Erieol,,
2006,Burro,6,Erobra,,
2006,Burro,6,Filgal,,
2006,Burro,6,Gasven,,
2006,Burro,6,Gnacal,,
2006,Burro,6,Hedcre,,
2006,Burro,6,Hirinc,,
2006,Burro,6,Holvir,,
2006,Burro,6,Hypgla,,
2006,Burro,6,Lacser,,
2006,Burro,6,Lesfil,,
2006,Burro,6,Naspul,,
2006,Burro,6,Plaere,,
2006,Burro,6,Silgal,,
2006,Burro,6,Sonchus,,
2006,Burro,6,Urolin,,
2006,Burro,6,Vulmyu,,
2006,Burro,111,Avena,,
2006,Burro,111,Brodia,,
2006,Burro,111,Brohor,,
2006,Burro,111,Conyza,,
2006,Burro,111,Erobra,,
2006,Burro,111,Erocic,,
2006,Burro,111,Filgal,,
2006,Burro,111,Holvir,,
2006,Burro,111,Hypgla,,
2006,Burro,111,Lacser,,
2006,Burro,111,Naspul,,
2006,Burro,111,Silgal,,
2006,Burro,111,Sonasp,,
2006,Burro,111,Sonole,,
2006,Burro,111,Vulmyu,,
2006,Burro,194,Anaarv,,
2006,Burro,194,Avena,,
2006,Burro,194,Brodia,,
2006,Burro,194,Brohor,,
2006,Burro,194,Ereset,,
2006,Burro,194,Erobra,,
2006,Burro,194,Erocic,,
2006,Burro,194,Gnacal,,
2006,Burro,194,Hemfas,,
2006,Burro,194,Holvir,,
2006,Burro,194,Hypgla,,
2006,Burro,194,Lacser,,
2006,Burro,194,Medpol,,
2006,Burro,194,Naspul,,
2006,Burro,194,Rumcri,,
2006,Burro,194,Silgal,,
2006,Burro,194,Sonasp,,
2006,Burro,194,Vulmyu,,
2006,Burro,208,Avena,,
2006,Burro,208,Brodia,,
2006,Burro,208,Brohor,,
2006,Burro,208,Broter,,
2006,Burro,208,Calspl,,
2006,Burro,208,Chlpar,,
2006,Burro,208,Clapur,,
2006,Burro,208,Conyza,,
2006,Burro,208,Cryptantha sp,,
2006,Burro,208,Diccap,,
2006,Burro,208,Erobra,,
2006,Burro,208,Erocic,,
2006,Burro,208,Filgal,,
2006,Burro,208,Hedcre,,
2006,Burro,208,Hemfas,,
2006,Burro,208,Holvir,,
2006,Burro,208,Hypgla,,
2006,Burro,208,Lacser,,
2006,Burro,208,Naspul,,
2006,Burro,208,Sidmal,,
2006,Burro,208,Silgal,,
2006,Burro,208,Sonasp,,
2006,Burro,208,Sonole,,
2006,Burro,208,Vulmyu,,
2006,Burro,290,Ambpsi,,
2006,Burro,290,Avena,,
2006,Burro,290,Brodia,,
2006,Burro,290,Brohor,,
2006,Burro,290,Calspl,,
2006,Burro,290,Chlpar,,
2006,Burro,290,Claperp,,
2006,Burro,290,Clapur,,
2006,Burro,290,Diccap,,
2006,Burro,290,Erobra,,
2006,Burro,290,Erocic,,
2006,Burro,290,Filgal,,
2006,Burro,290,Hemfas,,
2006,Burro,290,Holvir,,
2006,Burro,290,Hypgla,,
2006,Burro,290,Lacser,,
2006,Burro,290,Lolten,,
2006,Burro,290,Medpol,,
2006,Burro,290,Naspul,,
2006,Burro,290,Sidmal,,
2006,Burro,290,Silgal,,
2006,Burro,290,Sonasp,,
2006,Burro,290,Vulmyu,,
2006,Clay Hill,2,Avena,,
2006,Clay Hill,2,Brodia,,
2006,Clay Hill,2,Brohor,,
2006,Clay Hill,2,Bromad,,
2006,Clay Hill,2,Calmac,,
2006,Clay Hill,2,Calspl,,
2006,Clay Hill,2,Chlpom,,
2006,Clay Hill,2,Clapur,,
2006,Clay Hill,2,Conyza,,
2006,Clay Hill,2,Cracon,,
2006,Clay Hill,2,Daupus,,
2006,Clay Hill,2,Diccap,,
2006,Clay Hill,2,Erobra,,
2006,Clay Hill,2,Filgal,,
2006,Clay Hill,2,Hedcre,,
2006,Clay Hill,2,Holvir,,
2006,Clay Hill,2,Hypgla,,
2006,Clay Hill,2,Lacser,,
2006,Clay Hill,2,Lascal,,
2006,Clay Hill,2,Lindia,,
2006,Clay Hill,2,Micdou,,
2006,Clay Hill,2,Muimar,,
2006,Clay Hill,2,Naspul,,
2006,Clay Hill,2,Sanbip,,
2006,Clay Hill,2,Silgal,,
2006,Clay Hill,2,Sonasp,,
2006,Clay Hill,2,Vulmyu,,
2006,Clay Hill,3,Avena,,
2006,Clay Hill,3,Brodia,,
2006,Clay Hill,3,Brohor,,
2006,Clay Hill,3,Bromad,,
2006,Clay Hill,3,Broter,,
2006,Clay Hill,3,Calmac,,
2006,Clay Hill,3,Calspl,,
2006,Clay Hill,3,Cenmel,,
2006,Clay Hill,3,Chaalb,,
2006,Clay Hill,3,Chlpom,,
2006,Clay Hill,3,Diccap,,
2006,Clay Hill,3,Erobra,,
2006,Clay Hill,3,Erocic,,
2006,Clay Hill,3,Holvir,,
2006,Clay Hill,3,Hypgla,,
2006,Clay Hill,3,Lacser,,
2006,Clay Hill,3,Lascal,,
2006,Clay Hill,3,Lesfil,,
2006,Clay Hill,3,Lindia,,
2006,Clay Hill,3,Lotpur,,
2006,Clay Hill,3,Medpol,,
2006,Clay Hill,3,Micdou,,
2006,Clay Hill,3,Naspul,,
2006,Clay Hill,3,Sanbip,,
2006,Clay Hill,3,Silgal,,
2006,Clay Hill,3,Sonasp,,
2006,Clay Hill,3,Triwil,,
2006,Clay Hill,3,Vulmyu,,
2006,Clay Hill,4,Avena,,
2006,Clay Hill,4,Brohor,,
2006,Clay Hill,4,Bromad,,
2006,Clay Hill,4,Calspl,,
2006,Clay Hill,4,Chaalb,,
2006,Clay Hill,4,Conyza,,
2006,Clay Hill,4,Diccap,,
2006,Clay Hill,4,Ereset,,
2006,Clay Hill,4,Erobra,,
2006,Clay Hill,4,Erocic,,
2006,Clay Hill,4,Filgal,,
2006,Clay Hill,4,Hirinc,,
2006,Clay Hill,4,Holvir,,
2006,Clay Hill,4,Hypgla,,
2006,Clay Hill,4,Lacser,,
2006,Clay Hill,4,Lesfil,,
2006,Clay Hill,4,Medpol,,
2006,Clay Hill,4,Naspul,,
2006,Clay Hill,4,Sidmal,,
2006,Clay Hill,4,Silgal,,
2006,Clay Hill,4,Sonasp,,
2006,Clay Hill,4,Stygna,,
2006,Clay Hill,4,Vulmyu,,
2006,Clay Hill,5,Amsmenm,,
2006,Clay Hill,5,Avena,,
2006,Clay Hill,5,Brodia,,
2006,Clay Hill,5,Brohor,,
2006,Clay Hill,5,Bromad,,
2006,Clay Hill,5,Clapur,,
2006,Clay Hill,5,Ereset,,
2006,Clay Hill,5,Erobra,,
2006,Clay Hill,5,Erocic,,
2006,Clay Hill,5,Hirinc,,
2006,Clay Hill,5,Holvir,,
2006,Clay Hill,5,Lacser,,
2006,Clay Hill,5,Medpol,,
2006,Clay Hill,5,Naspul,,
2006,Clay Hill,5,Sidmal,,
2006,Clay Hill,5,Silgal,,
2006,Clay Hill,5,Sonasp,,
2006,Clay Hill,5,Vulmyu,,
2006,Clay Hill,115,Anaarv,,
2006,Clay Hill,115,Avena,,
2006,Clay Hill,115,Brodia,,
2006,Clay Hill,115,Brohor,,
2006,Clay Hill,115,Bromad,,
2006,Clay Hill,115,Broter,,
2006,Clay Hill,115,Calspl,,
2006,Clay Hill,115,Consim,,
2006,Clay Hill,115,Diccap,,
2006,Clay Hill,115,Dodcle,,
2006,Clay Hill,115,Ereset,,
2006,Clay Hill,115,Erobra,,
2006,Clay Hill,115,Eupspa,,
2006,Clay Hill,115,Hemfas,,
2006,Clay Hill,115,Holvir,,
2006,Clay Hill,115,Hordeum sp,,
2006,Clay Hill,115,Hypgla,,
2006,Clay Hill,115,Lacser,,
2006,Clay Hill,115,Lindia,,
2006,Clay Hill,115,Medpol,,
2006,Clay Hill,115,Micdou,,
2006,Clay Hill,115,Naspul,,
2006,Clay Hill,115,Silgal,,
2006,Clay Hill,115,Sisbel,,
2006,Clay Hill,115,Sonchus,,
2006,Clay Hill,115,Stehet,,
2006,Clay Hill,115,Vulmyu,,
2006,Clay Hill,197,Anaarv,,
2006,Clay Hill,197,Avena,,
2006,Clay Hill,197,Brodia,,
2006,Clay Hill,197,Brosan,,
2006,Clay Hill,197,Brohor,,
2006,Clay Hill,197,Bromad,,
2006,Clay Hill,197,Broter,,
2006,Clay Hill,197,Calspl,,
2006,Clay Hill,197,Consim,,
2006,Clay Hill,197,Diccap,,
2006,Clay Hill,197,Erobra,,
2006,Clay Hill,197,Eupspa,,
2006,Clay Hill,197,Hemfas,,
2006,Clay Hill,197,Hypgla,,
2006,Clay Hill,197,Lacser,,
2006,Clay Hill,197,Micdou,,
2006,Clay Hill,197,Naspul,,
2006,Clay Hill,197,Sisbel,,
2006,Clay Hill,197,Sonchus,,
2006,Clay Hill,197,Stehet,,
2006,Clay Hill,197,Vulmyu,,
2006,Colorado,3,Ambpsi,,
2006,Colorado,3,Asceri,,
2006,Colorado,3,Avena,,
2006,Colorado,3,Brodia,,
2006,Colorado,3,Brohor,,
2006,Colorado,3,Bromad,,
2006,Colorado,3,Erobra,,
2006,Colorado,3,Hirinc,,
2006,Colorado,3,Holvir,,
2006,Colorado,3,Lacser,,
2006,Colorado,3,Lolmul,,
2006,Colorado,3,Naspul,,
2006,Colorado,3,Sidmal,,
2006,Colorado,3,Sonasp,,
2006,Colorado,3,Vicsat,,
2006,Colorado,3,Vioped,,
2006,Colorado,3,Vulmyu,,
2006,Colorado,4,Anaarv,,
2006,Colorado,4,Asceri,,
2006,Colorado,4,Avena,,
2006,Colorado,4,Brodia,,
2006,Colorado,4,Brohor,,
2006,Colorado,4,Bromad,,
2006,Colorado,4,Clapur,,
2006,Colorado,4,Diccap,,
2006,Colorado,4,Erobra,,
2006,Colorado,4,Gasven,,
2006,Colorado,4,Hypgla,,
2006,Colorado,4,Lacser,,
2006,Colorado,4,Lolmul,,
2006,Colorado,4,Medpol,,
2006,Colorado,4,Naspul,,
2006,Colorado,4,Poasec,,
2006,Colorado,4,Sanarg,,
2006,Colorado,4,Sidmal,,
2006,Colorado,4,Sisbel,,
2006,Colorado,4,Sonasp,,
2006,Colorado,4,Tradub,,
2006,Colorado,4,Vicsat,,
2006,Colorado,4,Vioped,,
2006,Colorado,4,Vulmyu,,
2006,Colorado,5,Anaarv,,
2006,Colorado,5,Avena,,
2006,Colorado,5,Brodia,,
2006,Colorado,5,Brofil,,
2006,Colorado,5,Bromad,,
2006,Colorado,5,Broter,,
2006,Colorado,5,Calspl,,
2006,Colorado,5,Casden,,
2006,Colorado,5,Clapur,,
2006,Colorado,5,Cracon,,
2006,Colorado,5,Dodcle,,
2006,Colorado,5,Erobra,,
2006,Colorado,5,Erocic,,
2006,Colorado,5,Filgal,,
2006,Colorado,5,Gasven,,
2006,Colorado,5,Holvir,,
2006,Colorado,5,Hypgla,,
2006,Colorado,5,Lotpur,,
2006,Colorado,5,Lupbic,,
2006,Colorado,5,Naspul,,
2006,Colorado,5,Silgal,,
2006,Colorado,5,Sonasp,,
2006,Colorado,5,Vulmyu,,
2006,Colorado,6,Anaarv,,
2006,Colorado,6,Asceri,,
2006,Colorado,6,Avena,,
2006,Colorado,6,Brodia,,
2006,Colorado,6,Brohor,,
2006,Colorado,6,Bromad,,
2006,Colorado,6,Clapur,,
2006,Colorado,6,Ereset,,
2006,Colorado,6,Erobra,,
2006,Colorado,6,Gasven,,
2006,Colorado,6,Gnacal,,
2006,Colorado,6,Hirinc,,
2006,Colorado,6,Hypgla,,
2006,Colorado,6,Lacser,,
2006,Colorado,6,Naspul,,
2006,Colorado,6,Sidmal,,
2006,Colorado,6,Sonasp,,
2006,Colorado,6,Vicsat,,
2006,Colorado,6,Vioped,,
2006,Colorado,6,Vulmyu,,
2006,Colorado,Lone Oak (7),Avena,,
2006,Colorado,Lone Oak,Brodia,,
2006,Colorado,Lone Oak,Brohor,,
2006,Colorado,Lone Oak,Bromad,,
2006,Colorado,Lone Oak,Calmac,,
2006,Colorado,Lone Oak,Clapur,,
2006,Colorado,Lone Oak,Daupus,,
2006,Colorado,Lone Oak,Diccap,,
2006,Colorado,Lone Oak,Erobra,,
2006,Colorado,Lone Oak,Hirinc,,
2006,Colorado,Lone Oak,Hypgla,,
2006,Colorado,Lone Oak,Lacser,,
2006,Colorado,Lone Oak,Lesfil,,
2006,Colorado,Lone Oak,Naspul,,
2006,Colorado,Lone Oak,Plagio sp,,
2006,Colorado,Lone Oak,Sidmal,,
2006,Colorado,Lone Oak,Silgal,,
2006,Colorado,Lone Oak ,Sonasp,,
2006,Colorado,Lone Oak,Sonole,,
2006,Colorado,Lone Oak,Stedie,,
2006,Colorado,Lone Oak,Vulmyu,,
2006,Colorado,8,Anaarv,,
2006,Colorado,8,Avena,,
2006,Colorado,8,Broare,,
2006,Colorado,8,Brodia,,
2006,Colorado,8,Brohor,,
2006,Colorado,8,Bromad,,
2006,Colorado,8,Cenmel,,
2006,Colorado,8,Diccap,,
2006,Colorado,8,Erobra,,
2006,Colorado,8,Erocic,,
2006,Colorado,8,Galapa,,
2006,Colorado,8,Hirinc,,
2006,Colorado,8,Holvir,,
2006,Colorado,8,Hypgla,,
2006,Colorado,8,Lacser,,
2006,Colorado,8,Lolmul,,
2006,Colorado,8,Lupbic,,
2006,Colorado,8,Naspul,,
2006,Colorado,8,Ranoci,,
2006,Colorado,8,Sanarg,,
2006,Colorado,8,Sidmal,,
2006,Colorado,8,Sidmal,,
2006,Colorado,8,Sisbel,,
2006,Colorado,8,Tridep,,
2006,Colorado,8,Vulmyu,,
2006,Colorado,114,Avena,,
2006,Colorado,114,Brodia,,
2006,Colorado,114,Brohor,,
2006,Colorado,114,Bromad,,
2006,Colorado,114,Calspl,,
2006,Colorado,114,Clapur,,
2006,Colorado,114,Diccap,,
2006,Colorado,114,Erobra,,
2006,Colorado,114,Erocic,,
2006,Colorado,114,Gasven,,
2006,Colorado,114,Hirinc,,
2006,Colorado,114,Holvir,,
2006,Colorado,114,Hypgla,,
2006,Colorado,114,Lacser,,
2006,Colorado,114,Lolmul,,
2006,Colorado,114,Naspul,,
2006,Colorado,114,Sanarg,,
2006,Colorado,114,Sanbip,,
2006,Colorado,114,Sidmal,,
2006,Colorado,114,Sisbel,,
2006,Colorado,114,Sonasp,,
2006,Colorado,114,Vulmyu,,
2006,Colorado,190,Avena,,
2006,Colorado,190,Brodia,,
2006,Colorado,190,Brohor,,
2006,Colorado,190,Bromad,,
2006,Colorado,190,Calspl,,
2006,Colorado,190,Clapur,,
2006,Colorado,190,Diccap,,
2006,Colorado,190,Erobra,,
2006,Colorado,190,Erocic,,
2006,Colorado,190,Filgal,,
2006,Colorado,190,Gasven,,
2006,Colorado,190,Holvir,,
2006,Colorado,190,Hypgla,,
2006,Colorado,190,Lacser,,
2006,Colorado,190,Naspul,,
2006,Colorado,190,Sanarg,,
2006,Colorado,190,Sanbip,,
2006,Colorado,190,Sidmal,,
2006,Colorado,190,Silgal,,
2006,Colorado,190,Sonchus,,
2006,Colorado,190,Trimic,,
2006,Colorado,190,Vulmyu,,
2006,Colorado,213,Avena,,
2006,Colorado,213,Brodia,,
2006,Colorado,213,Brohor,,
2006,Colorado,213,Bromad,,
2006,Colorado,213,Calspl,,
2006,Colorado,213,Clapur,,
2006,Colorado,213,Ereset,,
2006,Colorado,213,Erocic,,
2006,Colorado,213,Filgal,,
2006,Colorado,213,Hirinc,,
2006,Colorado,213,Holvir,,
2006,Colorado,213,Hypgla,,
2006,Colorado,213,Lacser,,
2006,Colorado,213,Naspul,,
2006,Colorado,213,Sanbip,,
2006,Colorado,213,Sidmal,,
2006,Colorado,213,Silgal,,
2006,Colorado,213,Sisbel,,
2006,Colorado,213,Sonasp,,
2006,Colorado,213,Vulmyu,,
2006,Colorado,263,Avena,,
2006,Colorado,263,Brodia,,
2006,Colorado,263,Brohor,,
2006,Colorado,263,Bromad,,
2006,Colorado,263,Calmac,,
2006,Colorado,263,Cenmel,,
2006,Colorado,263,Daupus,,
2006,Colorado,263,Erobra,,
2006,Colorado,263,Hirinc,,
2006,Colorado,263,Holvir,,
2006,Colorado,263,Lacser,,
2006,Colorado,263,Naspul,,
2006,Colorado,263,Opuvas,,
2006,Colorado,263,Sonasp,,
2006,Colorado,263,Vicia,,
2006,Colorado,263,Vulmyu,,
2005,Burro,111,Avena,,
2005,Burro,111,Brodia,,
2005,Burro,111,Brohor,,
2005,Burro,111,Conyza,4 completed on Burro,
2005,Burro,111,Diccap,,
2005,Burro,111,Ereset,,
2005,Burro,111,Erocic,,
2005,Burro,111,Holvir,,
2005,Burro,111,Hypgla,,
2005,Burro,111,Lacser,,
2005,Burro,111,Naspul,,
2005,Burro,111,Silgal,,
2005,Burro,111,Sonasp,,
2005,Burro,111,Trifolium 1,,
2005,Burro,111,Trifolium 2,,
2005,Burro,111,Vulmy,,
2005,Burro,194,Anaarv,,
2005,Burro,194,Avena,,
2005,Burro,194,Brodia,,
2005,Burro,194,Brohor,,
2005,Burro,194,Calcil,,
2005,Burro,194,Consim,,
2005,Burro,194,Diccap,,
2005,Burro,194,Eleocharis,,
2005,Burro,194,Ereset,,
2005,Burro,194,Erobra,,
2005,Burro,194,Erocic,,
2005,Burro,194,Eupspa,,
2005,Burro,194,Gnacal,,
2005,Burro,194,Hemfas,,
2005,Burro,194,Holvir,,
2005,Burro,194,Hormur,,
2005,Burro,194,Hypgla,,
2005,Burro,194,Juncus 2,,
2005,Burro,194,Juncus 3,,
2005,Burro,194,Lacser,,
2005,Burro,194,Medpol,,
2005,Burro,194,Polymon,,
2005,Burro,194,Rumcri,,
2005,Burro,194,Silgal,,
2005,Burro,194,Sonasp,,
2005,Burro,194,Trifolium 1,,
2005,Burro,194,Trifolium 3,,
2005,Burro,194,Unk 1,,
2005,Burro,194,Vulmy,,
2005,Burro,208,Avena,,
2005,Burro,208,Brodia,,
2005,Burro,208,Broterk,,
2005,Burro,208,Calspl,,
2005,Burro,208,Cerglo,,
2005,Burro,208,Chlpar,,
2005,Burro,208,Clapur,,
2005,Burro,208,Conyza,,
2005,Burro,208,Cryptantha,,
2005,Burro,208,Diccap,,
2005,Burro,208,Erocic,,
2005,Burro,208,Filgal,,
2005,Burro,208,Hemfas,,
2005,Burro,208,Holvir,,
2005,Burro,208,Hypgla,,
2005,Burro,208,Naspul,,
2005,Burro,208,Sidmal,,
2005,Burro,208,Silgal,,
2005,Burro,208,Sonasp,,
2005,Burro,208,Trifolium 1,,
2005,Burro,208,Trifolium 3,,
2005,Burro,208,Vulmy,,
2005,Burro,290,Ambpsi,,
2005,Burro,290,Avena,,
